step,reward,confidence_level,fatigue_level,current_mode
2237,1.0,0.005,1.0,exploration
2238,1.0,0.005,1.0,exploration
2239,1.0,0.005,1.0,exploration
2240,1.0,0.005,1.0,exploration
2241,1.0,0.005,1.0,exploration
2242,1.0,0.005,1.0,exploration
2243,1.0,0.005,1.0,exploration
2244,1.0,0.005,1.0,exploration
2245,1.0,0.005,1.0,exploration
2246,1.0,0.005,1.0,exploration
2247,1.0,0.005,1.0,exploration
2248,1.0,0.005,1.0,exploration
2249,1.0,0.005,1.0,exploration
2250,1.0,0.005,1.0,exploration
2251,1.0,0.005,1.0,exploration
2252,1.0,0.005,1.0,exploration
2253,1.0,0.005,1.0,exploration
2254,1.0,0.005,1.0,exploration
2255,1.0,0.005,1.0,exploration
2256,1.0,0.005,1.0,exploration
2257,1.0,0.005,1.0,exploration
2258,1.0,0.005,1.0,exploration
2259,1.0,0.005,1.0,exploration
2260,1.0,0.005,1.0,exploration
2261,1.0,0.005,1.0,exploration
2262,1.0,0.005,1.0,exploration
2263,1.0,0.005,1.0,exploration
2264,1.0,0.005,1.0,exploration
2265,1.0,0.005,1.0,exploration
2266,1.0,0.005,1.0,exploration
2267,1.0,0.005,1.0,exploration
2268,1.0,0.005,1.0,exploration
2269,1.0,0.005,1.0,exploration
2270,1.0,0.005,1.0,exploration
2271,1.0,0.005,1.0,exploration
2272,1.0,0.005,1.0,exploration
2273,1.0,0.005,1.0,exploration
2274,1.0,0.005,1.0,exploration
2275,1.0,0.005,1.0,exploration
2276,1.0,0.005,1.0,exploration
2277,1.0,0.005,1.0,exploration
2278,1.0,0.005,1.0,exploration
2279,1.0,0.005,1.0,exploration
2280,1.0,0.005,1.0,exploration
2281,1.0,0.005,1.0,exploration
2282,1.0,0.005,1.0,exploration
2283,1.0,0.005,1.0,exploration
2284,1.0,0.005,1.0,exploration
2285,1.0,0.005,1.0,exploration
2286,1.0,0.005,1.0,exploration
2287,1.0,0.005,1.0,exploration
2288,1.0,0.005,1.0,exploration
2289,1.0,0.005,1.0,exploration
2290,1.0,0.005,1.0,exploration
2291,1.0,0.005,1.0,exploration
2292,1.0,0.005,1.0,exploration
2293,1.0,0.005,1.0,exploration
2294,1.0,0.005,1.0,exploration
2295,1.0,0.005,1.0,exploration
2296,1.0,0.005,1.0,exploration
2297,1.0,0.005,1.0,exploration
2298,1.0,0.005,1.0,exploration
2299,1.0,0.005,1.0,exploration
2300,1.0,0.005,1.0,exploration
2301,1.0,0.005,1.0,exploration
2302,1.0,0.005,1.0,exploration
2303,1.0,0.005,1.0,exploration
2304,1.0,0.005,1.0,exploration
2305,1.0,0.005,1.0,exploration
2306,1.0,0.005,1.0,exploration
2307,1.0,0.005,1.0,exploration
2308,1.0,0.005,1.0,exploration
2309,1.0,0.005,1.0,exploration
2310,1.0,0.005,1.0,exploration
2311,1.0,0.005,1.0,exploration
2312,1.0,0.005,1.0,exploration
2313,1.0,0.005,1.0,exploration
2314,1.0,0.005,1.0,exploration
2315,1.0,0.005,1.0,exploration
2316,1.0,0.005,1.0,exploration
2317,1.0,0.005,1.0,exploration
2318,1.0,0.005,1.0,exploration
2319,1.0,0.005,1.0,exploration
2320,1.0,0.005,1.0,exploration
2321,1.0,0.005,1.0,exploration
2322,1.0,0.005,1.0,exploration
2323,1.0,0.005,1.0,exploration
2324,1.0,0.005,1.0,exploration
2325,1.0,0.005,1.0,exploration
2326,1.0,0.005,1.0,exploration
2327,1.0,0.005,1.0,exploration
2328,1.0,0.005,1.0,exploration
2329,1.0,0.005,1.0,exploration
2330,1.0,0.005,1.0,exploration
2331,1.0,0.005,1.0,exploration
2332,1.0,0.005,1.0,exploration
2333,1.0,0.005,1.0,exploration
2334,1.0,0.005,1.0,exploration
2335,1.0,0.005,1.0,exploration
2336,1.0,0.005,1.0,exploration
2337,1.0,0.005,1.0,exploration
2338,1.0,0.005,1.0,exploration
2339,1.0,0.005,1.0,exploration
2340,1.0,0.005,1.0,exploration
2341,1.0,0.005,1.0,exploration
2342,1.0,0.005,1.0,exploration
2343,1.0,0.005,1.0,exploration
2344,1.0,0.005,1.0,exploration
2345,1.0,0.005,1.0,exploration
2346,1.0,0.005,1.0,exploration
2347,1.0,0.005,1.0,exploration
2348,1.0,0.005,1.0,exploration
2349,1.0,0.005,1.0,exploration
2350,1.0,0.005,1.0,exploration
2351,1.0,0.005,1.0,exploration
2352,1.0,0.005,1.0,exploration
2353,1.0,0.005,1.0,exploration
2354,1.0,0.005,1.0,exploration
2355,1.0,0.005,1.0,exploration
2356,1.0,0.005,1.0,exploration
2357,1.0,0.005,1.0,exploration
2358,1.0,0.005,1.0,exploration
2359,1.0,0.005,1.0,exploration
2360,1.0,0.005,1.0,exploration
2361,1.0,0.005,1.0,exploration
2362,1.0,0.005,1.0,exploration
2363,1.0,0.005,1.0,exploration
2364,1.0,0.005,1.0,exploration
2365,1.0,0.005,1.0,exploration
2366,1.0,0.005,1.0,exploration
2367,1.0,0.005,1.0,exploration
2368,1.0,0.005,1.0,exploration
2369,1.0,0.005,1.0,exploration
2370,1.0,0.005,1.0,exploration
2371,1.0,0.005,1.0,exploration
2372,1.0,0.005,1.0,exploration
2373,1.0,0.005,1.0,exploration
2374,1.0,0.005,1.0,exploration
2375,1.0,0.005,1.0,exploration
2376,1.0,0.005,1.0,exploration
2377,1.0,0.005,1.0,exploration
2378,1.0,0.005,1.0,exploration
2379,1.0,0.005,1.0,exploration
2380,1.0,0.005,1.0,exploration
2381,1.0,0.005,1.0,exploration
2382,1.0,0.005,1.0,exploration
2383,1.0,0.005,1.0,exploration
2384,1.0,0.005,1.0,exploration
2385,1.0,0.005,1.0,exploration
2386,1.0,0.005,1.0,exploration
2387,1.0,0.005,1.0,exploration
2388,1.0,0.005,1.0,exploration
2389,1.0,0.005,1.0,exploration
2390,1.0,0.005,1.0,exploration
2391,1.0,0.005,1.0,exploration
2392,1.0,0.005,1.0,exploration
2393,1.0,0.005,1.0,exploration
2394,1.0,0.005,1.0,exploration
2395,1.0,0.005,1.0,exploration
2396,1.0,0.005,1.0,exploration
2397,1.0,0.005,1.0,exploration
2398,1.0,0.005,1.0,exploration
2399,1.0,0.005,1.0,exploration
2400,1.0,0.005,1.0,exploration
2401,1.0,0.005,1.0,exploration
2402,1.0,0.005,1.0,exploration
2403,1.0,0.005,1.0,exploration
2404,1.0,0.005,1.0,exploration
2405,1.0,0.005,1.0,exploration
2406,1.0,0.005,1.0,exploration
2407,1.0,0.005,1.0,exploration
2408,1.0,0.005,1.0,exploration
2409,1.0,0.005,1.0,exploration
2410,1.0,0.005,1.0,exploration
2411,1.0,0.005,1.0,exploration
2412,1.0,0.005,1.0,exploration
2413,1.0,0.005,1.0,exploration
2414,1.0,0.005,1.0,exploration
2415,1.0,0.005,1.0,exploration
2416,1.0,0.005,1.0,exploration
2417,1.0,0.005,1.0,exploration
2418,1.0,0.005,1.0,exploration
2419,1.0,0.005,1.0,exploration
2420,1.0,0.005,1.0,exploration
2421,1.0,0.005,1.0,exploration
2422,1.0,0.005,1.0,exploration
2423,1.0,0.005,1.0,exploration
2424,1.0,0.005,1.0,exploration
2425,1.0,0.005,1.0,exploration
2426,1.0,0.005,1.0,exploration
2427,1.0,0.005,1.0,exploration
2428,1.0,0.005,1.0,exploration
2429,1.0,0.005,1.0,exploration
2430,1.0,0.005,1.0,exploration
2431,1.0,0.005,1.0,exploration
2432,1.0,0.005,1.0,exploration
2433,1.0,0.005,1.0,exploration
2434,1.0,0.005,1.0,exploration
2435,1.0,0.005,1.0,exploration
2436,1.0,0.005,1.0,exploration
2437,1.0,0.005,1.0,exploration
2438,1.0,0.005,1.0,exploration
2439,1.0,0.005,1.0,exploration
2440,1.0,0.005,1.0,exploration
2441,1.0,0.005,1.0,exploration
2442,1.0,0.005,1.0,exploration
2443,1.0,0.005,1.0,exploration
2444,1.0,0.005,1.0,exploration
2445,1.0,0.005,1.0,exploration
2446,1.0,0.005,1.0,exploration
2447,1.0,0.005,1.0,exploration
2448,1.0,0.005,1.0,exploration
2449,1.0,0.005,1.0,exploration
2450,1.0,0.005,1.0,exploration
2451,1.0,0.005,1.0,exploration
2452,1.0,0.005,1.0,exploration
2453,1.0,0.005,1.0,exploration
2454,1.0,0.005,1.0,exploration
2455,1.0,0.005,1.0,exploration
2456,1.0,0.005,1.0,exploration
2457,1.0,0.005,1.0,exploration
2458,1.0,0.005,1.0,exploration
2459,1.0,0.005,1.0,exploration
2460,1.0,0.005,1.0,exploration
2461,1.0,0.005,1.0,exploration
2462,1.0,0.005,1.0,exploration
2463,1.0,0.005,1.0,exploration
2464,1.0,0.005,1.0,exploration
2465,1.0,0.005,1.0,exploration
2466,1.0,0.005,1.0,exploration
2467,1.0,0.005,1.0,exploration
2468,1.0,0.005,1.0,exploration
2469,1.0,0.005,1.0,exploration
2470,1.0,0.005,1.0,exploration
2471,1.0,0.005,1.0,exploration
2472,1.0,0.005,1.0,exploration
2473,1.0,0.005,1.0,exploration
2474,1.0,0.005,1.0,exploration
2475,1.0,0.005,1.0,exploration
2476,1.0,0.005,1.0,exploration
2477,1.0,0.005,1.0,exploration
2478,1.0,0.005,1.0,exploration
2479,1.0,0.005,1.0,exploration
2480,1.0,0.005,1.0,exploration
2481,1.0,0.005,1.0,exploration
2482,1.0,0.005,1.0,exploration
2483,1.0,0.005,1.0,exploration
2484,1.0,0.005,1.0,exploration
2485,1.0,0.005,1.0,exploration
2486,1.0,0.005,1.0,exploration
2487,1.0,0.005,1.0,exploration
2488,1.0,0.005,1.0,exploration
2489,1.0,0.005,1.0,exploration
2490,1.0,0.005,1.0,exploration
2491,1.0,0.005,1.0,exploration
2492,1.0,0.005,1.0,exploration
2493,1.0,0.005,1.0,exploration
2494,1.0,0.005,1.0,exploration
2495,1.0,0.005,1.0,exploration
2496,1.0,0.005,1.0,exploration
2497,1.0,0.005,1.0,exploration
2498,1.0,0.005,1.0,exploration
2499,1.0,0.005,1.0,exploration
2500,1.0,0.005,1.0,exploration
2501,1.0,0.005,1.0,exploration
2502,1.0,0.005,1.0,exploration
2503,1.0,0.005,1.0,exploration
2504,1.0,0.005,1.0,exploration
2505,1.0,0.005,1.0,exploration
2506,1.0,0.005,1.0,exploration
2507,1.0,0.005,1.0,exploration
2508,1.0,0.005,1.0,exploration
2509,1.0,0.005,1.0,exploration
2510,1.0,0.005,1.0,exploration
2511,1.0,0.005,1.0,exploration
2512,1.0,0.005,1.0,exploration
2513,1.0,0.005,1.0,exploration
2514,1.0,0.005,1.0,exploration
2515,1.0,0.005,1.0,exploration
2516,1.0,0.005,1.0,exploration
2517,1.0,0.005,1.0,exploration
2518,1.0,0.005,1.0,exploration
2519,1.0,0.005,1.0,exploration
2520,1.0,0.005,1.0,exploration
2521,1.0,0.005,1.0,exploration
2522,1.0,0.005,1.0,exploration
2523,1.0,0.005,1.0,exploration
2524,1.0,0.005,1.0,exploration
2525,1.0,0.005,1.0,exploration
2526,1.0,0.005,1.0,exploration
2527,1.0,0.005,1.0,exploration
2528,1.0,0.005,1.0,exploration
2529,1.0,0.005,1.0,exploration
2530,1.0,0.005,1.0,exploration
2531,1.0,0.005,1.0,exploration
2532,1.0,0.005,1.0,exploration
2533,1.0,0.005,1.0,exploration
2534,1.0,0.005,1.0,exploration
2535,1.0,0.005,1.0,exploration
2536,1.0,0.005,1.0,exploration
2537,1.0,0.005,1.0,exploration
2538,1.0,0.005,1.0,exploration
2539,1.0,0.005,1.0,exploration
2540,1.0,0.005,1.0,exploration
2541,1.0,0.005,1.0,exploration
2542,1.0,0.005,1.0,exploration
2543,1.0,0.005,1.0,exploration
2544,1.0,0.005,1.0,exploration
2545,1.0,0.005,1.0,exploration
2546,1.0,0.005,1.0,exploration
2547,1.0,0.005,1.0,exploration
2548,1.0,0.005,1.0,exploration
2549,1.0,0.005,1.0,exploration
2550,1.0,0.005,1.0,exploration
2551,1.0,0.005,1.0,exploration
2552,1.0,0.005,1.0,exploration
2553,1.0,0.005,1.0,exploration
2554,1.0,0.005,1.0,exploration
2555,1.0,0.005,1.0,exploration
2556,1.0,0.005,1.0,exploration
2557,1.0,0.005,1.0,exploration
2558,1.0,0.005,1.0,exploration
2559,1.0,0.005,1.0,exploration
2560,1.0,0.005,1.0,exploration
2561,1.0,0.005,1.0,exploration
2562,1.0,0.005,1.0,exploration
2563,1.0,0.005,1.0,exploration
2564,1.0,0.005,1.0,exploration
2565,1.0,0.005,1.0,exploration
2566,1.0,0.005,1.0,exploration
2567,1.0,0.005,1.0,exploration
2568,1.0,0.005,1.0,exploration
2569,1.0,0.005,1.0,exploration
2570,1.0,0.005,1.0,exploration
2571,1.0,0.005,1.0,exploration
2572,1.0,0.005,1.0,exploration
2573,1.0,0.005,1.0,exploration
2574,1.0,0.005,1.0,exploration
2575,1.0,0.005,1.0,exploration
2576,1.0,0.005,1.0,exploration
2577,1.0,0.005,1.0,exploration
2578,1.0,0.005,1.0,exploration
2579,1.0,0.005,1.0,exploration
2580,1.0,0.005,1.0,exploration
2581,1.0,0.005,1.0,exploration
2582,1.0,0.005,1.0,exploration
2583,1.0,0.005,1.0,exploration
2584,1.0,0.005,1.0,exploration
2585,1.0,0.005,1.0,exploration
2586,1.0,0.005,1.0,exploration
2587,1.0,0.005,1.0,exploration
2588,1.0,0.005,1.0,exploration
2589,1.0,0.005,1.0,exploration
2590,1.0,0.005,1.0,exploration
2591,1.0,0.005,1.0,exploration
2592,1.0,0.005,1.0,exploration
2593,1.0,0.005,1.0,exploration
2594,1.0,0.005,1.0,exploration
2595,1.0,0.005,1.0,exploration
2596,1.0,0.005,1.0,exploration
2597,1.0,0.005,1.0,exploration
2598,1.0,0.005,1.0,exploration
2599,1.0,0.005,1.0,exploration
2600,1.0,0.005,1.0,exploration
2601,1.0,0.005,1.0,exploration
2602,1.0,0.005,1.0,exploration
2603,1.0,0.005,1.0,exploration
2604,1.0,0.005,1.0,exploration
2605,1.0,0.005,1.0,exploration
2606,1.0,0.005,1.0,exploration
2607,1.0,0.005,1.0,exploration
2608,1.0,0.005,1.0,exploration
2609,1.0,0.005,1.0,exploration
2610,1.0,0.005,1.0,exploration
2611,1.0,0.005,1.0,exploration
2612,1.0,0.005,1.0,exploration
2613,1.0,0.005,1.0,exploration
2614,1.0,0.005,1.0,exploration
2615,1.0,0.005,1.0,exploration
2616,1.0,0.005,1.0,exploration
2617,1.0,0.005,1.0,exploration
2618,1.0,0.005,1.0,exploration
2619,1.0,0.005,1.0,exploration
2620,1.0,0.005,1.0,exploration
2621,1.0,0.005,1.0,exploration
2622,1.0,0.005,1.0,exploration
2623,1.0,0.005,1.0,exploration
2624,1.0,0.005,1.0,exploration
2625,1.0,0.005,1.0,exploration
2626,1.0,0.005,1.0,exploration
2627,1.0,0.005,1.0,exploration
2628,1.0,0.005,1.0,exploration
2629,1.0,0.005,1.0,exploration
2630,1.0,0.005,1.0,exploration
2631,1.0,0.005,1.0,exploration
2632,1.0,0.005,1.0,exploration
2633,1.0,0.005,1.0,exploration
2634,1.0,0.005,1.0,exploration
2635,1.0,0.005,1.0,exploration
2636,1.0,0.005,1.0,exploration
2637,1.0,0.005,1.0,exploration
2638,1.0,0.005,1.0,exploration
2639,1.0,0.005,1.0,exploration
2640,1.0,0.005,1.0,exploration
2641,1.0,0.005,1.0,exploration
2642,1.0,0.005,1.0,exploration
2643,1.0,0.005,1.0,exploration
2644,1.0,0.005,1.0,exploration
2645,1.0,0.005,1.0,exploration
2646,1.0,0.005,1.0,exploration
2647,1.0,0.005,1.0,exploration
2648,1.0,0.005,1.0,exploration
2649,1.0,0.005,1.0,exploration
2650,1.0,0.005,1.0,exploration
2651,1.0,0.005,1.0,exploration
2652,1.0,0.005,1.0,exploration
2653,1.0,0.005,1.0,exploration
2654,1.0,0.005,1.0,exploration
2655,1.0,0.005,1.0,exploration
2656,1.0,0.005,1.0,exploration
2657,1.0,0.005,1.0,exploration
2658,1.0,0.005,1.0,exploration
2659,1.0,0.005,1.0,exploration
2660,1.0,0.005,1.0,exploration
2661,1.0,0.005,1.0,exploration
2662,1.0,0.005,1.0,exploration
2663,1.0,0.005,1.0,exploration
2664,1.0,0.005,1.0,exploration
2665,1.0,0.005,1.0,exploration
2666,1.0,0.005,1.0,exploration
2667,1.0,0.005,1.0,exploration
2668,1.0,0.005,1.0,exploration
2669,1.0,0.005,1.0,exploration
2670,1.0,0.005,1.0,exploration
2671,1.0,0.005,1.0,exploration
2672,1.0,0.005,1.0,exploration
2673,1.0,0.005,1.0,exploration
2674,1.0,0.005,1.0,exploration
2675,1.0,0.005,1.0,exploration
2676,1.0,0.005,1.0,exploration
2677,1.0,0.005,1.0,exploration
2678,1.0,0.005,1.0,exploration
2679,1.0,0.005,1.0,exploration
2680,1.0,0.005,1.0,exploration
2681,1.0,0.005,1.0,exploration
2682,1.0,0.005,1.0,exploration
2683,1.0,0.005,1.0,exploration
2684,1.0,0.005,1.0,exploration
2685,1.0,0.005,1.0,exploration
2686,1.0,0.005,1.0,exploration
2687,1.0,0.005,1.0,exploration
2688,1.0,0.005,1.0,exploration
2689,1.0,0.005,1.0,exploration
2690,1.0,0.005,1.0,exploration
2691,1.0,0.005,1.0,exploration
2692,1.0,0.005,1.0,exploration
2693,1.0,0.005,1.0,exploration
2694,1.0,0.005,1.0,exploration
2695,1.0,0.005,1.0,exploration
2696,1.0,0.005,1.0,exploration
2697,1.0,0.005,1.0,exploration
2698,1.0,0.005,1.0,exploration
2699,1.0,0.005,1.0,exploration
2700,1.0,0.005,1.0,exploration
2701,1.0,0.005,1.0,exploration
2702,1.0,0.005,1.0,exploration
2703,1.0,0.005,1.0,exploration
2704,1.0,0.005,1.0,exploration
2705,1.0,0.005,1.0,exploration
2706,1.0,0.005,1.0,exploration
2707,1.0,0.005,1.0,exploration
2708,1.0,0.005,1.0,exploration
2709,1.0,0.005,1.0,exploration
2710,1.0,0.005,1.0,exploration
2711,1.0,0.005,1.0,exploration
2712,1.0,0.005,1.0,exploration
2713,1.0,0.005,1.0,exploration
2714,1.0,0.005,1.0,exploration
2715,1.0,0.005,1.0,exploration
2716,1.0,0.005,1.0,exploration
2717,1.0,0.005,1.0,exploration
2718,1.0,0.005,1.0,exploration
2719,1.0,0.005,1.0,exploration
2720,1.0,0.005,1.0,exploration
2721,1.0,0.005,1.0,exploration
2722,1.0,0.005,1.0,exploration
2723,1.0,0.005,1.0,exploration
2724,1.0,0.005,1.0,exploration
2725,1.0,0.005,1.0,exploration
2726,1.0,0.005,1.0,exploration
2727,1.0,0.005,1.0,exploration
2728,1.0,0.005,1.0,exploration
2729,1.0,0.005,1.0,exploration
2730,1.0,0.005,1.0,exploration
2731,1.0,0.005,1.0,exploration
2732,1.0,0.005,1.0,exploration
2733,1.0,0.005,1.0,exploration
2734,1.0,0.005,1.0,exploration
2735,1.0,0.005,1.0,exploration
2736,1.0,0.005,1.0,exploration
2737,1.0,0.005,1.0,exploration
2738,1.0,0.005,1.0,exploration
2739,1.0,0.005,1.0,exploration
2740,1.0,0.005,1.0,exploration
2741,1.0,0.005,1.0,exploration
2742,1.0,0.005,1.0,exploration
2743,1.0,0.005,1.0,exploration
2744,1.0,0.005,1.0,exploration
2745,1.0,0.005,1.0,exploration
2746,1.0,0.005,1.0,exploration
2747,1.0,0.005,1.0,exploration
2748,1.0,0.005,1.0,exploration
2749,1.0,0.005,1.0,exploration
2750,1.0,0.005,1.0,exploration
2751,1.0,0.005,1.0,exploration
2752,1.0,0.005,1.0,exploration
2753,1.0,0.005,1.0,exploration
2754,1.0,0.005,1.0,exploration
2755,1.0,0.005,1.0,exploration
2756,1.0,0.005,1.0,exploration
2757,1.0,0.005,1.0,exploration
2758,1.0,0.005,1.0,exploration
2759,1.0,0.005,1.0,exploration
2760,1.0,0.005,1.0,exploration
2761,1.0,0.005,1.0,exploration
2762,1.0,0.005,1.0,exploration
2763,1.0,0.005,1.0,exploration
2764,1.0,0.005,1.0,exploration
2765,1.0,0.005,1.0,exploration
2766,1.0,0.005,1.0,exploration
2767,1.0,0.005,1.0,exploration
2768,1.0,0.005,1.0,exploration
2769,1.0,0.005,1.0,exploration
2770,1.0,0.005,1.0,exploration
2771,1.0,0.005,1.0,exploration
2772,1.0,0.005,1.0,exploration
2773,1.0,0.005,1.0,exploration
2774,1.0,0.005,1.0,exploration
2775,1.0,0.005,1.0,exploration
2776,1.0,0.005,1.0,exploration
2777,1.0,0.005,1.0,exploration
2778,1.0,0.005,1.0,exploration
2779,1.0,0.005,1.0,exploration
2780,1.0,0.005,1.0,exploration
2781,1.0,0.005,1.0,exploration
2782,1.0,0.005,1.0,exploration
2783,1.0,0.005,1.0,exploration
2784,1.0,0.005,1.0,exploration
2785,1.0,0.005,1.0,exploration
2786,1.0,0.005,1.0,exploration
2787,1.0,0.005,1.0,exploration
2788,1.0,0.005,1.0,exploration
2789,1.0,0.005,1.0,exploration
2790,1.0,0.005,1.0,exploration
2791,1.0,0.005,1.0,exploration
2792,1.0,0.005,1.0,exploration
2793,1.0,0.005,1.0,exploration
2794,1.0,0.005,1.0,exploration
2795,1.0,0.005,1.0,exploration
2796,1.0,0.005,1.0,exploration
2797,1.0,0.005,1.0,exploration
2798,1.0,0.005,1.0,exploration
2799,1.0,0.005,1.0,exploration
2800,1.0,0.005,1.0,exploration
2801,1.0,0.005,1.0,exploration
2802,1.0,0.005,1.0,exploration
2803,1.0,0.005,1.0,exploration
2804,1.0,0.005,1.0,exploration
2805,1.0,0.005,1.0,exploration
2806,1.0,0.005,1.0,exploration
2807,1.0,0.005,1.0,exploration
2808,1.0,0.005,1.0,exploration
2809,1.0,0.005,1.0,exploration
2810,1.0,0.005,1.0,exploration
2811,1.0,0.005,1.0,exploration
2812,1.0,0.005,1.0,exploration
2813,1.0,0.005,1.0,exploration
2814,1.0,0.005,1.0,exploration
2815,1.0,0.005,1.0,exploration
2816,1.0,0.005,1.0,exploration
2817,1.0,0.005,1.0,exploration
2818,1.0,0.005,1.0,exploration
2819,1.0,0.005,1.0,exploration
2820,1.0,0.005,1.0,exploration
2821,1.0,0.005,1.0,exploration
2822,1.0,0.005,1.0,exploration
2823,1.0,0.005,1.0,exploration
2824,1.0,0.005,1.0,exploration
2825,1.0,0.005,1.0,exploration
2826,1.0,0.005,1.0,exploration
2827,1.0,0.005,1.0,exploration
2828,1.0,0.005,1.0,exploration
2829,1.0,0.005,1.0,exploration
2830,1.0,0.005,1.0,exploration
2831,1.0,0.005,1.0,exploration
2832,1.0,0.005,1.0,exploration
2833,1.0,0.005,1.0,exploration
2834,1.0,0.005,1.0,exploration
2835,1.0,0.005,1.0,exploration
2836,1.0,0.005,1.0,exploration
2837,1.0,0.005,1.0,exploration
2838,1.0,0.005,1.0,exploration
2839,1.0,0.005,1.0,exploration
2840,1.0,0.005,1.0,exploration
2841,1.0,0.005,1.0,exploration
2842,1.0,0.005,1.0,exploration
2843,1.0,0.005,1.0,exploration
2844,1.0,0.005,1.0,exploration
2845,1.0,0.005,1.0,exploration
2846,1.0,0.005,1.0,exploration
2847,1.0,0.005,1.0,exploration
2848,1.0,0.005,1.0,exploration
2849,1.0,0.005,1.0,exploration
2850,1.0,0.005,1.0,exploration
2851,1.0,0.005,1.0,exploration
2852,1.0,0.005,1.0,exploration
2853,1.0,0.005,1.0,exploration
2854,1.0,0.005,1.0,exploration
2855,1.0,0.005,1.0,exploration
2856,1.0,0.005,1.0,exploration
2857,1.0,0.005,1.0,exploration
2858,1.0,0.005,1.0,exploration
2859,1.0,0.005,1.0,exploration
2860,1.0,0.005,1.0,exploration
2861,1.0,0.005,1.0,exploration
2862,1.0,0.005,1.0,exploration
2863,1.0,0.005,1.0,exploration
2864,1.0,0.005,1.0,exploration
2865,1.0,0.005,1.0,exploration
2866,1.0,0.005,1.0,exploration
2867,1.0,0.005,1.0,exploration
2868,1.0,0.005,1.0,exploration
2869,1.0,0.005,1.0,exploration
2870,1.0,0.005,1.0,exploration
2871,1.0,0.005,1.0,exploration
2872,1.0,0.005,1.0,exploration
2873,1.0,0.005,1.0,exploration
2874,1.0,0.005,1.0,exploration
2875,1.0,0.005,1.0,exploration
2876,1.0,0.005,1.0,exploration
2877,1.0,0.005,1.0,exploration
2878,1.0,0.005,1.0,exploration
2879,1.0,0.005,1.0,exploration
2880,1.0,0.005,1.0,exploration
2881,1.0,0.005,1.0,exploration
2882,1.0,0.005,1.0,exploration
2883,1.0,0.005,1.0,exploration
2884,1.0,0.005,1.0,exploration
2885,1.0,0.005,1.0,exploration
2886,1.0,0.005,1.0,exploration
2887,1.0,0.005,1.0,exploration
2888,1.0,0.005,1.0,exploration
2889,1.0,0.005,1.0,exploration
2890,1.0,0.005,1.0,exploration
2891,1.0,0.005,1.0,exploration
2892,1.0,0.005,1.0,exploration
2893,1.0,0.005,1.0,exploration
2894,1.0,0.005,1.0,exploration
2895,1.0,0.005,1.0,exploration
2896,1.0,0.005,1.0,exploration
2897,1.0,0.005,1.0,exploration
2898,1.0,0.005,1.0,exploration
2899,1.0,0.005,1.0,exploration
2900,1.0,0.005,1.0,exploration
2901,1.0,0.005,1.0,exploration
2902,1.0,0.005,1.0,exploration
2903,1.0,0.005,1.0,exploration
2904,1.0,0.005,1.0,exploration
2905,1.0,0.005,1.0,exploration
2906,1.0,0.005,1.0,exploration
2907,1.0,0.005,1.0,exploration
2908,1.0,0.005,1.0,exploration
2909,1.0,0.005,1.0,exploration
2910,1.0,0.005,1.0,exploration
2911,1.0,0.005,1.0,exploration
2912,1.0,0.005,1.0,exploration
2913,1.0,0.005,1.0,exploration
2914,1.0,0.005,1.0,exploration
2915,1.0,0.005,1.0,exploration
2916,1.0,0.005,1.0,exploration
2917,1.0,0.005,1.0,exploration
2918,1.0,0.005,1.0,exploration
2919,1.0,0.005,1.0,exploration
2920,1.0,0.005,1.0,exploration
2921,1.0,0.005,1.0,exploration
2922,1.0,0.005,1.0,exploration
2923,1.0,0.005,1.0,exploration
2924,1.0,0.005,1.0,exploration
2925,1.0,0.005,1.0,exploration
2926,1.0,0.005,1.0,exploration
2927,1.0,0.005,1.0,exploration
2928,1.0,0.005,1.0,exploration
2929,1.0,0.005,1.0,exploration
2930,1.0,0.005,1.0,exploration
2931,1.0,0.005,1.0,exploration
2932,1.0,0.005,1.0,exploration
2933,1.0,0.005,1.0,exploration
2934,1.0,0.005,1.0,exploration
2935,1.0,0.005,1.0,exploration
2936,1.0,0.005,1.0,exploration
2937,1.0,0.005,1.0,exploration
2938,1.0,0.005,1.0,exploration
2939,1.0,0.005,1.0,exploration
2940,1.0,0.005,1.0,exploration
2941,1.0,0.005,1.0,exploration
2942,1.0,0.005,1.0,exploration
2943,1.0,0.005,1.0,exploration
2944,1.0,0.005,1.0,exploration
2945,1.0,0.005,1.0,exploration
2946,1.0,0.005,1.0,exploration
2947,1.0,0.005,1.0,exploration
2948,1.0,0.005,1.0,exploration
2949,1.0,0.005,1.0,exploration
2950,1.0,0.005,1.0,exploration
2951,1.0,0.005,1.0,exploration
2952,1.0,0.005,1.0,exploration
2953,1.0,0.005,1.0,exploration
2954,1.0,0.005,1.0,exploration
2955,1.0,0.005,1.0,exploration
2956,1.0,0.005,1.0,exploration
2957,1.0,0.005,1.0,exploration
2958,1.0,0.005,1.0,exploration
2959,1.0,0.005,1.0,exploration
2960,1.0,0.005,1.0,exploration
2961,1.0,0.005,1.0,exploration
2962,1.0,0.005,1.0,exploration
2963,1.0,0.005,1.0,exploration
2964,1.0,0.005,1.0,exploration
2965,1.0,0.005,1.0,exploration
2966,1.0,0.005,1.0,exploration
2967,1.0,0.005,1.0,exploration
2968,1.0,0.005,1.0,exploration
2969,1.0,0.005,1.0,exploration
2970,1.0,0.005,1.0,exploration
2971,1.0,0.005,1.0,exploration
